,log_sale_price
214,4.929418925714293
215,5.064645144791936
216,4.578639209968072
217,4.860338006570994
218,5.158362492095249
219,5.6127838567197355
220,5.217483944213907
221,5.3979400086720375
222,4.9164539485499255
223,5.133219456732494
224,5.021189299069938
225,5.351989455435632
226,5.502510420056209
227,5.247973266361806
228,5.068185861746161
229,4.989004615698537
230,5.447158031342219
231,5.420673474866709
232,5.098643725817057
233,5.359740647863716
234,5.123851640967086
235,5.2564772062416765
236,5.439332693830263
237,5.230448921378274
238,4.892094602690481
239,5.273001272063738
240,5.049218022670182
241,5.380211241711606
242,5.158362492095249
243,5.332438459915605
244,5.440909082065217
245,5.596597095626461
246,5.064457989226918
247,5.526339277389844
248,5.361727836017593
249,5.123851640967086
250,5.078819183098848
251,5.380030247967831
252,5.364550995353972
253,5.348304863048161
254,5.075546961392531
255,5.586868492432891
256,5.27207378750001
257,5.161368002234975
258,5.510545010206612
259,5.195899652409234
260,5.158362492095249
261,5.078275522086601
262,4.968482948553935
263,5.041392685158225
264,5.786507950304687
265,5.250420002308894
266,5.095169351431755
267,5.110589710299249
268,5.146128035678238
269,5.040997692423491
270,5.271841606536499
271,5.478566495593843
272,5.155336037465061
273,5.2304233738926404
274,5.105510184769974
275,5.011891711113969
276,4.913813852383717
277,5.359835482339888
278,5.079181246047625
279,5.155336037465061
280,5.422525823475276
281,5.578065883836092
282,5.276461804173244
283,5.444044795918076
284,5.122215878272827
285,5.077367905284157
286,5.415640979896154
287,5.371067862271736
288,5.5959721417145625
289,5.275311354541811
290,5.3222192947339195
291,5.5348418638568235
292,5.5276299008713385
293,5.075546961392531
294,5.439332693830263
295,5.14921911265538
296,5.125481265700594
297,4.9614210940664485
298,5.271144317949078
299,5.041392685158225
300,5.02530586526477
301,5.5711262770843115
302,5.413299764081252
303,5.2455126678141495
304,5.267171728403014
305,5.2552725051033065
306,5.267171728403014
307,5.073718350346122
308,5.4031205211758175
309,5.269512944217916
310,5.041392685158225
311,5.152288344383057
312,5.434568904034199
313,5.476831628512261
314,5.226599905207357
315,5.414973347970818
316,5.315760490665735
317,5.1303337684950066
318,5.227886704613674
319,4.944482672150168
320,5.470547197239672
321,5.240299582002712
322,5.158820672273573
323,5.138302698166282
324,5.095169351431755
325,5.3576966816630325
326,5.278753600952829
327,5.349277527467955
328,5.487138375477186
329,5.078819183098848
330,5.4623979978989565
331,5.089551882886454
332,5.281033367247727
333,5.12856080655932
334,5.285557309007774
335,5.48572142648158
336,5.269162565431745
337,5.26245108973043
338,5.113943352306837
339,5.21192108430851
340,5.123851640967086
341,5.184691430817598
342,5.76561864154733
343,5.342422680822207
344,5.408748606184244
345,5.306425027550687
346,5.073718350346122
347,5.397418542351348
348,5.0
349,5.278753600952829
350,5.2564772062416765
351,5.060697840353612
352,5.193124598354461
353,5.2552725051033065
354,5.144574207609616
355,5.292256071356476
356,5.267171728403014
357,5.174059807725025
358,5.344392273685111
359,5.505014240084107
360,5.103803720955957
361,5.2455126678141495
362,5.352182518111363
363,4.991226075692495
364,5.432969290874405
365,5.872156272748293
366,5.27415784926368
367,5.181843587944773
368,5.165837624690128
369,5.008600171761918
370,5.361727836017593
371,5.296445794206396
372,4.903089986991944
373,5.198657086954422
374,5.213517756996305
375,5.239299479126893
376,5.103803720955957
377,5.267171728403014
378,5.161368002234975
379,5.176091259055681
380,5.730782275666389
381,5.041392685158225
382,5.079181246047625
383,5.093421685162235
384,5.13640344813399
385,5.158362492095249
386,5.351989455435632
387,5.041392685158225
388,5.209515014542631
389,5.041392685158225
390,5.096910013008056
391,5.294466226161593
392,5.380211241711606
393,5.2576785748691846
394,5.217483944213907
395,5.301029995663981
396,5.232996110392154
397,5.303196057420489
398,5.28668096935493
399,5.39502569079866
400,5.3979400086720375
401,5.254463481742621
402,5.361727836017593
403,5.190331698170292
404,5.105510184769974
405,5.442479769064448
406,4.9164539485499255
407,5.077367905284157
408,5.254161220847426
409,5.57683181439699
410,4.97657921864011
411,5.033423755486949
412,4.902546779313991
413,5.075415558310823
414,5.064457989226918
415,5.175801632848279
416,5.306425027550687
417,5.220108088040055
418,4.740362689494244
419,5.175801632848279
420,5.565013833904306
421,5.225309281725863
422,5.075546961392531
423,5.268343913951065
424,5.214843848047698
425,5.080987046910887
426,5.352182518111363
427,5.190331698170292
428,5.190051417759206
429,5.039414119176137
430,4.883661435153617
431,5.250420002308894
432,5.079181246047625
433,5.112269768417271
434,5.311223910432456
435,5.238046103128795
436,5.218797998111738
437,5.2027606873932
438,5.041392685158225
439,5.300812794118117
440,5.439332693830263
441,5.146128035678238
442,5.128722284338426
443,5.096562438374136
444,5.084933574936716
445,5.103803720955957
446,5.226599905207357
447,5.008600171761918
448,5.389166084364533
449,5.041392685158225
450,5.302114376956201
451,5.155336037465061
452,5.153814864344529
453,5.301336065396815
454,4.955928156896951
455,5.190331698170292
456,5.345373730559088
457,5.136720567156407
458,5.158362492095249
459,5.060697840353612
460,5.414973347970818
461,5.5170638734826545
462,5.3881012015705165
463,5.229169702539101
464,5.417471693203293
465,5.208172526667122
466,5.225309281725863
467,5.1303337684950066
468,5.306425027550687
469,5.317018101048111
470,5.020775488193558
471,5.05307844348342
472,4.986771734266245
473,5.113943352306837
474,5.195711509593393
475,4.785329835010767
476,5.505149978319906
477,5.230448921378274
478,5.371067862271736
479,5.049218022670182
480,5.071882007306125
481,5.447158031342219
482,5.276461804173244
483,5.317018101048111
484,5.058820658270532
485,5.332438459915605
486,5.117271295655764
487,5.238046103128795
488,5.084576277934331
489,5.218535505216527
490,5.1303337684950066
491,4.7950662561556125
492,5.288919605661727
493,5.204119982655925
494,5.096910013008056
495,5.460897842756548
496,5.187520720836463
497,5.243038048686294
498,5.301029995663981
499,5.212187604403958
500,5.32888903983956
501,5.236789099409293
502,5.332438459915605
503,5.146128035678238
504,5.188928483760853
505,5.192846115188842
506,5.008600171761918
507,5.2878017299302265
508,4.926856708949693
509,5.301029995663981
510,5.136720567156407
511,5.015359755409214
512,5.146128035678238
513,5.447158031342219
514,5.367355921026019
515,5.152288344383057
516,5.075546961392531
517,5.204119982655925
518,4.954242509439325
519,5.138302698166282
520,4.986771734266245
521,5.4344092075875
522,5.3414345245781405
523,5.230448921378274
524,5.544068044350276
525,5.220108088040055
526,5.649588934286463
527,5.2576785748691846
528,5.093421685162235
529,5.135132651376775
530,5.117271295655764
531,5.21192108430851
532,5.250420002308894
533,5.371067862271736
534,5.4623979978989565
535,4.959041392321094
536,5.096910013008056
537,5.270678836144707
538,5.2576785748691846
539,5.402567430702933
540,5.041392685158225
541,5.14921911265538
542,5.190331698170292
543,5.1673173347481764
544,5.171726453653231
545,5.171726453653231
546,5.214578953570499
547,5.243038048686294
548,5.283617786365643
549,5.342422680822207
550,5.060697840353612
551,5.276461804173244
552,4.778151250383644
553,5.060697840353612
554,5.095169351431755
555,5.155336037465061
556,5.332438459915605
557,5.1003705451175625
558,5.640634456577733
559,5.281033367247727
560,5.319106059309776
561,5.297760511099134
562,5.3747483460101035
563,5.375663613960885
564,5.57978359661681
565,5.458018065291855
566,5.293362554711446
567,5.437750562820388
568,5.194514341882467
569,5.1673173347481764
570,5.098643725817057
571,5.378397900948138
572,5.309630167425898
573,4.926856708949693
574,5.37383114507383
575,4.594392550375427
576,5.118925752825777
577,5.195899652409234
578,5.040997692423491
579,5.409933123331294
580,5.301247088636211
581,5.3560258571931225
582,5.204662511748219
583,5.174641192660449
584,5.238046103128795
585,5.352182518111363
586,5.349277527467955
587,5.38738982633873
588,5.426511261364575
589,5.217483944213907
590,5.162116141062368
591,5.146128035678238
592,5.195899652409234
593,5.355451520126517
594,5.332236415491443
595,5.186108379813206
596,5.201397124320452
597,5.264817823009537
598,5.276461804173244
599,5.307282047033346
600,5.498310553789601
601,5.181843587944773
602,5.317018101048111
603,5.324282455297693
604,5.113943352306837
605,5.164055291893452
606,5.1156105116743
607,4.897627091290442
608,5.357934847000454
609,5.512716406915696
610,5.162862993321926
611,5.212187604403958
612,5.026328938722349
613,5.3979400086720375
614,5.224014811372864
615,5.190331698170292
616,5.161068385471174
617,4.905795880367869
618,5.269279389771898
619,5.193124598354461
620,5.60422605308447
621,5.328379603438738
622,4.951823035315912
623,4.970811610872518
624,5.208844289340738
625,5.342422680822207
626,5.178257320812189
627,5.128722284338426
628,5.255031163345551
629,5.217483944213907
630,5.676693609624866
631,5.230448921378274
632,4.949390006644912
633,5.060697840353612
634,5.037426497940624
635,5.079181246047625
636,5.176091259055681
637,5.2348967457315885
638,5.021189299069938
639,5.1673173347481764
640,5.326335860928752
641,5.075028418196534
642,5.187520720836463
643,5.267171728403014
644,5.541579243946581
645,4.903089986991944
646,5.4281347940287885
647,5.278753600952829
648,5.12057393120585
649,5.318689269947746
650,5.230448921378274
651,5.177536499929862
652,5.283301228703549
653,5.252853030979893
654,5.155336037465061
655,5.249198357391113
656,4.991226075692495
657,5.244277120801843
658,4.959041392321094
659,5.376576957056512
660,4.975431808509263
661,5.278753600952829
662,5.229169702539101
663,4.8779469516291885
664,5.324282455297693
665,5.201397124320452
666,5.296445794206396
667,5.294466226161593
668,5.424881636631067
669,4.9344984512435675
670,5.073718350346122
671,5.337459261290656
672,5.004321373782642
673,5.330413773349191
674,5.143014800254095
675,5.45484486000851
676,5.121395680707224
677,5.204119982655925
678,5.218797998111738
679,5.283301228703549
680,5.332438459915605
681,5.141449773400467
682,5.236537261488694
683,5.419129307741976
684,5.161368002234975
685,5.278753600952829
686,5.204119982655925
687,5.110589710299249
688,5.155336037465061
689,5.319938439980309
690,5.096910013008056
691,5.146128035678238
692,5.414973347970818
693,5.525044807036846
694,5.252853030979893
695,5.264817823009537
696,5.285557309007774
697,5.20682587603185
698,5.064457989226918
699,5.110589710299249
700,5.108903127667313
701,5.431363764158987
702,5.59617579061501
703,5.347330015316951
704,5.332438459915605
705,5.531478917042255
706,5.357934847000454
707,5.031004281363537
708,5.103803720955957
709,5.143014800254095
710,5.146128035678238
711,5.168497483523033
712,5.171726453653231
713,5.2405492482825995
714,5.484299839346786
715,5.414137362184476
716,5.152288344383057
717,5.344392273685111
718,4.931966114728173
719,5.243038048686294
720,5.352182518111363
721,5.139879086401237
722,5.092018470752797
723,5.214843848047698
724,5.502427119984433
725,5.138302698166282
726,5.201123897207379
727,5.05307844348342
728,5.06781451116184
729,5.45166671948638
730,5.255031163345551
731,5.304921161900892
732,5.537819095073274
733,4.826074802700826
734,5.216693599169754
735,5.150756439860309
736,5.34086036206488
737,5.158362492095249
738,5.035349676522988
739,5.103803720955957
740,5.505149978319906
741,5.1303337684950066
742,5.361727836017593
743,5.364550995353972
744,5.330413773349191
745,5.438225807604529
746,5.423245873936808
747,5.281033367247727
748,5.02938377768521
749,5.143014800254095
750,5.421821019842061
751,5.3414345245781405
752,5.2665844470668635
753,5.361727836017593
754,5.113943352306837
755,5.290034611362518
756,4.942008053022313
757,5.2576785748691846
758,5.122215878272827
759,5.02938377768521
760,4.8750612633917
761,5.212187604403958
762,5.329377537222727
763,5.105510184769974
764,5.126780577012009
765,5.307496037913213
766,5.494850021680094
767,5.2576785748691846
768,5.371067862271736
769,5.444044795918076
770,5.152670477695791
771,5.352182518111363
772,5.511883360978874
773,5.4048337166199385
774,5.264817823009537
775,4.9344984512435675
776,5.033423755486949
777,5.357324882740209
778,4.984527313343793
779,4.778151250383644
780,5.365487984890899
781,5.288919605661727
782,5.143014800254095
783,5.2552725051033065
784,5.145972902802181
785,5.214817365869458
786,5.296445794206396
787,4.929418925714293
788,5.128502659857898
789,5.1702617153949575
790,5.222716471147583
791,5.17868923977559
792,5.039414119176137
793,5.039414119176137
794,5.3796426677411535
795,5.2689288224326125
796,5.313867220369153
797,5.195899652409234
798,5.153814864344529
799,5.3979400086720375
800,5.0
801,5.580924975675619
802,4.863322860120456
803,5.276461804173244
804,5.225050696138049
805,5.105510184769974
806,5.1303337684950066
807,5.1673173347481764
808,5.19728055812562
809,5.511883360978874
810,5.485579476984679
811,5.628256066711006
812,5.250420002308894
813,5.060697840353612
814,5.216165902285993
815,5.247973266361806
816,5.158362492095249
817,5.37383114507383
818,5.0
819,5.1702617153949575
820,5.143014800254095
821,5.173186268412274
822,5.21745762253858
823,5.127104798364807
824,5.549003262025788
825,5.143014800254095
826,5.593286067020458
827,5.489958479424835
828,5.4065401804339555
829,5.17897694729317
830,5.525044807036846
831,5.5311594654045315
832,5.317018101048111
833,5.498310553789601
834,5.332842266994351
835,5.1303337684950066
836,5.136720567156407
837,5.033021444682911
838,5.123851640967086
839,5.096910013008056
840,5.1303337684950066
841,5.2405492482825995
842,5.1303337684950066
843,5.289365951520032
844,5.351216345339342
845,5.089905111439398
846,4.954242509439325
847,4.939519252618618
848,5.0700378666077555
849,5.290034611362518
850,4.8095597146352675
851,5.498310553789601
852,5.241795431295198
853,4.913813852383717
854,5.432969290874405
855,5.360699418460499
856,5.073718350346122
857,5.247973266361806
858,5.311753861055754
859,5.113943352306837
860,5.278753600952829
861,5.127104798364807
862,5.328379603438738
863,5.3692158574101425
864,5.1423894661188365
865,5.472756449317212
866,5.430558769522757
867,5.173186268412274
868,5.161368002234975
869,5.419955748489758
870,5.041392685158225
871,5.080987046910887
872,5.466981737356821
873,5.155336037465061
874,5.252610340567373
875,5.3979400086720375
876,5.253338005326106
877,5.040997692423491
878,5.049218022670182
879,5.129689892199301
880,5.041392685158225
881,5.255031163345551
882,5.28443073384452
883,5.184691430817598
884,5.440121603187804
885,5.159867847092567
886,5.278753600952829
887,5.250420002308894
888,5.2405492482825995
889,5.8779469516291885
890,5.1926650053248045
891,5.537819095073274
892,5.110252917353403
893,5.389786062316935
894,5.049218022670182
895,5.246744709723841
896,5.071882007306125
897,5.210853365314893
898,5.190331698170292
899,5.198657086954422
900,5.585460729508501
901,5.244277120801843
902,5.273001272063738
903,5.1303337684950066
904,5.278753600952829
905,5.108903127667313
906,5.3067787530377135
907,4.903089986991944
908,5.294466226161593
909,5.298634783124435
910,4.9003671286564705
911,5.141449773400467
912,5.175801632848279
913,5.585460729508501
914,5.571012004711645
915,5.176091259055681
916,5.531478917042255
917,5.14921911265538
918,5.049218022670182
919,5.1303337684950066
920,5.113609151073028
921,4.939519252618618
922,5.253338005326106
923,5.1801258751640535
924,5.27415784926368
925,5.161368002234975
926,5.041392685158225
927,5.1673173347481764
928,5.0
929,4.919078092376074
930,5.145817714491828
931,5.19728055812562
932,5.468347330412158
933,5.113943352306837
934,5.086359830674748
935,5.399673721481038
936,5.181843587944773
937,5.198382130008294
938,5.378397900948138
939,5.033423755486949
940,5.505149978319906
941,5.060697840353612
942,5.278753600952829
943,4.968482948553935
944,5.021189299069938
945,5.225309281725863
946,5.066325925362038
947,5.021189299069938
948,5.138302698166282
949,5.252221753598687
950,5.238046103128795
951,5.338456493604605
952,5.00774777800074
953,5.1702617153949575
954,5.309630167425898
955,5.236789099409293
956,5.294466226161593
957,5.371067862271736
958,5.131939295210424
959,5.358886204405869
960,5.222716471147583
961,5.3560258571931225
962,5.033423755486949
963,5.133538908370218
964,5.096910013008056
965,5.049218022670182
966,5.1156105116743
967,5.146128035678238
968,5.576916955965207
969,5.287530771028018
970,5.350248018334163
971,4.9084850188786495
972,5.44870631990508
973,5.181843587944773
974,5.223340158878377
975,5.569231072309533
976,5.258876629372131
977,5.584297293785702
978,5.558611383270002
979,5.44903539350911
980,5.12057393120585
981,5.227886704613674
982,5.045322978786658
983,5.236789099409293
984,4.903089986991944
985,5.264581729238078
986,5.28668096935493
987,5.301029995663981
988,5.086359830674748
989,5.146128035678238
990,5.414973347970818
991,5.281033367247727
992,5.110589710299249
993,5.031408464251625
994,5.251394850040104
995,5.093421685162235
996,5.301029995663981
997,4.999565488225982
998,5.158362492095249
999,5.2564772062416765
1000,5.086359830674748
1001,5.243038048686294
1002,5.190331698170292
1003,5.2455126678141495
1004,5.3692158574101425
1005,5.317018101048111
1006,5.259832699063484
1007,5.113943352306837
1008,5.136720567156407
1009,5.2405492482825995
1010,5.12057393120585
1011,5.225050696138049
1012,5.123851640967086
1013,5.068185861746161
1014,5.336459733848529
1015,5.130011949671904
1016,5.193124598354461
1017,5.267171728403014
1018,5.021189299069938
1019,5.511883360978874
1020,5.247973266361806
1021,5.372912002970106
1022,5.110589710299249
1023,5.146128035678238
1024,5.745528376744706
1025,5.158060793936605
1026,5.037426497940624
1027,5.685741738602264
1028,4.8228216453031045
1029,5.382017042574868
1030,5.130011949671904
1031,5.254306332331286
1032,5.38738982633873
1033,5.498999363580153
1034,5.156094630639427
1035,5.138302698166282
1036,5.204119982655925
1037,5.012837224705172
1038,5.17260293120986
1039,4.919078092376074
1040,5.203984244420126
1041,5.447158031342219
1042,5.1673173347481764
1043,5.1003705451175625
1044,5.187520720836463
1045,5.278753600952829
1046,5.218797998111738
1047,5.146128035678238
1048,5.2552725051033065
1049,5.342422680822207
1050,5.204119982655925
1051,5.051152522447381
1052,5.1702617153949575
1053,5.103803720955957
1054,5.186320523991601
1055,5.314499227973152
1056,5.0
1057,5.503790683057181
1058,5.232996110392154
1059,5.110589710299249
1060,5.033423755486949
1061,5.164352855784437
1062,5.201397124320452
1063,5.3414345245781405
1064,5.195899652409234
1065,5.290034611362518
1066,4.9614210940664485
1067,4.960470777534299
1068,5.273579945676206
1069,5.1303337684950066
1070,5.204119982655925
1071,5.3222192947339195
1072,5.232996110392154
1073,5.273001272063738
1074,5.250420002308894
1075,5.190331698170292
1076,5.1303337684950066
1077,5.181843587944773
1078,5.457881896733992
1079,5.122215878272827
1080,5.408239965311849
1081,5.425697213362591
1082,5.350248018334163
1083,5.424881636631067
1084,5.136419309585825
1085,5.2342641243787895
1086,5.615423952885944
1087,5.118595365223762
1088,5.41161970596323
1089,5.480006942957151
1090,4.973127853599698
1091,5.500510910526337
1092,5.071882007306125
1093,5.361727836017593
1094,5.113609151073028
1095,5.2564772062416765
1096,5.443262987458695
1097,5.1303337684950066
1098,5.217220655644518
1099,5.175221800343053
1100,4.993876914941211
1101,5.668851648082518
1102,5.184691430817598
1103,5.330413773349191
1104,4.76715586608218
1105,5.2455126678141495
1106,4.897627091290442
1107,5.446381812222442
1108,5.414973347970818
1109,5.17897694729317
1110,5.629409599102719
1111,5.139879086401237
1112,5.278753600952829
1113,5.187238619831478
1114,5.512284063281854
1115,4.926856708949693
1116,5.110589710299249
1117,5.107209969647869
1118,5.209515014542631
1119,5.107209969647869
1120,5.439285313665999
1121,5.14921911265538
1122,5.378397900948138
1123,5.456366033129043
1124,5.408070285887185
1125,5.146128035678238
1126,5.113609151073028
1127,4.968015713993641
1128,5.319938439980309
1129,5.278639297890739
1130,5.209515014542631
1131,5.198657086954422
1132,5.144262773761991
1133,5.4524963791213095
1134,5.190331698170292
1135,5.096910013008056
1136,5.14921911265538
1137,5.434568904034199
1138,5.139564266175849
1139,5.096910013008056
1140,5.02530586526477
1141,5.14674801363064
1142,5.058805486675907
1143,5.358886204405869
1144,5.354108439147401
1145,5.482125782226465
1146,4.970811610872518
1147,5.049218022670182
1148,5.216165902285993
1149,5.143014800254095
1150,5.230193378869045
1151,5.3979400086720375
1152,5.0
1153,5.217483944213907
1154,5.2027606873932
1155,5.292256071356476
1156,5.113943352306837
1157,5.398946404901307
1158,5.227886704613674
